eid,w,o10,s1000
3723,0,72,-299
3723,0,112,-255
3723,1,28,-65
3723,0,1978,3
3723,0,82,-259
3723,0,320,-203
3723,0,3164,78
3723,0,1876,-80
3724,0,124,-189
3724,0,2813,58
3724,0,83,-186
3724,0,379,133
3724,0,500,-290
3724,0,396,-230
3725,0,76,-143
3725,0,49,-247
3725,0,66,-275
3725,0,591,-197
3725,0,144,-33
3725,0,845,-102
3725,0,405,34
3725,1,40,-188
3725,0,177,-91
3725,0,1929,-184
3725,0,3296,553
3726,0,138,-115
3726,0,243,-85
3726,0,401,-93
3726,0,916,-163
3726,0,1571,-237
3726,0,163,-31
3726,1,161,-229
3726,0,802,-165
3726,0,48,-146
3727,0,1752,-154
3727,0,442,-26
3727,0,49,-237
3727,0,92,-104
3727,0,687,80
3727,0,167,-18
3727,0,287,-86
3727,0,2060,323
3727,0,122,-99
3727,0,60,-230
3727,0,1048,-81
3727,0,269,-145
3727,0,46,-158
3727,1,47,-106
3727,0,129,-121
3728,0,309,-149
3728,0,1965,-127
3728,0,322,115
3728,0,495,157
3728,0,168,-174
3728,0,389,-144
3728,0,133,-162
3728,0,470,80
3728,0,1033,24
3728,0,42,-192
3729,0,1389,-199
3729,0,1367,-111
3729,0,1886,-80
3729,0,3125,-34
3729,0,78,227
3729,0,730,196
3729,0,19,-222
3729,0,1293,-30
3729,1,75,-310
3729,0,425,-43
3729,0,28,-216
3730,0,88,-66
3730,0,35,-116
3730,0,34,-285
3730,1,160,-200
3730,0,157,67
3730,0,2812,109
3730,0,1164,-56
3730,0,1940,-62
3730,0,107,-107
3730,0,98,6
3730,0,227,-50
3730,0,573,-91
3731,0,57,-243
3731,0,73,-85
3732,0,704,-116
3732,0,681,-75
3732,0,195,286
3732,0,185,-193
3732,0,67,-253
3732,0,83,-105
3732,0,2253,148
3732,0,43,-84
3732,0,1222,16
3732,1,50,-53
3732,0,1551,-183
3732,0,614,-272
3732,0,145,-180
3732,0,684,-25
3733,0,1925,20
3733,0,90,-40
3733,0,148,-165
3733,0,2768,76
3733,0,984,394
3733,0,55,-175
3733,0,179,-29
3734,0,409,-171
3734,0,42,-294
3734,0,65,32
3734,0,72,-55
3734,0,110,-197
3734,0,2860,-70
3734,0,3044,125
3734,0,3026,-42
3734,0,1223,-98
3734,0,771,-156
3734,0,396,-141
3734,0,27,-103
3734,0,184,-287
3734,0,908,-166
3735,0,259,-122
3735,0,706,-152
3735,0,530,-10
3735,0,193,-151
3735,0,943,-104
3735,0,74,-127
3735,0,1277,-145
3735,0,45,-126
3735,0,1153,668
3735,1,39,-83
3736,1,68,-22
3736,0,580,-4
3736,0,163,254
3736,0,30,-43
3736,0,62,291
3736,0,225,-225
3737,0,82,-190
3737,0,379,-205
3737,0,147,-241
3737,0,227,-140
3737,0,54,-297
3737,0,1096,-116
3737,0,57,-200
3737,0,499,-56
3737,0,82,-132
3737,1,55,-238
3737,0,283,-139
3737,0,179,-296
3737,0,692,-280
3737,0,1560,-232
3738,0,2141,-203
3738,0,45,-193
3738,0,104,-22
3738,0,137,-292
3738,0,758,345
3738,0,275,-47
3738,0,187,-217
3738,0,426,-37
3738,0,86,-163
3738,0,414,-64
3738,0,2408,-183
3738,0,450,-185
3738,1,255,-302
3738,0,142,-82
3739,0,164,-224
3739,0,284,-57
3739,0,144,-125
3739,0,237,-22
3739,0,2696,161
3739,0,103,-164
3739,0,258,-85
3739,0,1473,162
3739,1,33,-179
3740,0,33,-200
3740,0,2280,-199
3740,0,273,-246
3740,0,404,-70
3740,0,870,-61
3740,0,456,-49
3740,0,35,-36
3740,0,69,-164
3741,0,224,-72
3741,0,4725,-53
3741,0,219,-37
3741,0,2050,-189
3741,0,44,-181
3741,0,2414,-172
3741,0,1454,-141
3741,0,851,-206
3741,0,177,-102
3741,0,1259,-63
3741,1,37,-77
3741,0,704,17
3741,0,117,-125
3742,0,2120,-171
3742,0,326,-95
3742,0,2483,79
3742,0,36,-111
3742,0,220,54
3742,0,32,-130
3742,0,2095,114
3742,0,534,24
3742,0,496,57
3742,1,66,-109
3742,0,41,-301
3743,0,143,-254
3743,1,61,-168
3743,0,532,44
3743,0,64,172
3743,0,97,-185
3743,0,510,-231
3743,0,564,-147
3743,0,35,-126
3743,0,3534,141
3743,0,1838,181
3744,0,48,-282
3744,0,99,-142
3744,0,83,-175
3744,0,523,-280
3744,0,420,-209
3744,0,615,-190
3744,1,31,-75
3744,0,1107,-135
3744,0,348,-7
3745,0,2848,62
3745,0,73,-237
3745,0,140,-81
3745,0,52,-95
3745,0,151,-194
3745,0,439,-17
3745,0,744,181
3745,0,1244,-147
3745,0,439,240
3745,0,387,-258
3745,0,82,-248
3745,0,65,-32
3745,0,902,-141
3745,0,1565,-171
3746,0,1535,-102
3746,0,1425,-330
3746,0,586,-163
3746,0,50,-72
3746,0,31,-22
3746,0,107,-188
3746,0,1773,41
3746,0,158,-86
3746,0,51,-139
3746,0,236,-131
3747,0,25,-259
3747,0,43,-139
3747,0,1393,-32
3747,1,24,-17
3747,0,96,-22
3747,0,150,-320
3748,0,765,-123
3748,1,40,-237
3748,0,280,33
3748,0,40,-183
3748,0,47,-171
3748,0,470,-32
3748,0,1733,-45
3749,0,91,-154
3749,0,436,-124
3749,1,16,-363
3749,0,1833,-33
3749,0,200,-76
3749,0,343,-130
3749,0,1634,299
3749,0,976,-178
3749,0,286,-32
3749,0,58,-220
3749,0,413,-169
3750,1,57,39
3750,0,48,-272
3750,0,29,-288
3750,0,87,-197
3750,0,2482,34
3750,0,1165,-130
3750,0,399,-46
3750,0,54,-186
3750,0,189,-211
3750,0,485,-254
3751,0,583,-165
3751,0,179,-171
3751,0,205,-192
3751,0,82,-161
3751,0,635,127
3751,0,2217,-27
3751,0,1752,43
3751,0,1480,-70
3751,0,61,-286
3751,0,275,-297
3751,0,1086,223
3751,0,41,-212
3752,0,1201,345
3752,0,1246,424
3752,0,54,207
3752,0,32,31
3752,0,392,73
3752,0,32,-15
3752,0,355,292
3752,0,386,228
3752,0,108,239
3753,1,14,-65
3753,0,385,194
3753,0,758,357
3753,0,438,168
3753,0,300,67
3753,0,133,12
3753,0,38,-138
3753,0,568,293
3753,0,200,-64
3753,0,148,10
3754,0,578,69
3754,0,1898,235
3754,0,1347,147
3754,0,803,158
3754,0,304,174
3754,0,10,-190
3754,0,2353,198
3754,0,113,140
3755,1,21,-131
3755,0,619,100
3755,0,256,310
3755,0,611,323
3755,0,141,-17
3755,0,188,88
3755,0,109,90
3756,0,72,91
3756,1,124,135
3756,0,37,-95
3756,0,101,-68
3756,0,392,18
3756,0,73,0
3756,0,290,316
3756,0,32,5
3756,0,70,216
3757,0,995,41
3757,0,75,-147
3757,0,85,-39
3757,0,135,-96
3757,0,493,-95
3757,0,373,114
3758,0,148,94
3758,0,545,18
3758,0,240,201
3758,1,23,-90
3758,0,83,30
3758,0,200,-93
3758,0,584,301
3758,0,25,122
3759,1,96,-116
3759,0,159,102
3759,0,189,396
3759,0,259,376
3759,0,78,148
3759,0,35,158
3759,0,40,-184
3759,0,108,-108
3759,0,248,55
3760,0,761,81
3760,0,27,-105
3760,0,391,98
3760,0,522,15
3760,0,523,309
3760,0,136,64
3760,0,144,-125
3760,0,55,-219
3761,0,784,317
3761,0,220,-250
3761,0,94,-122
3761,1,48,-78
3761,0,34,-164
3761,0,900,-89
3761,0,716,45
3761,0,3083,479
3761,0,40,46
3761,0,89,-75
3762,0,49,68
3762,0,1839,-151
3762,1,43,-120
3762,0,259,-62
3762,0,692,-150
3762,0,34,-78
3762,0,970,-1
3762,0,1065,189
3762,0,943,203
3763,0,1597,355
3763,0,1831,41
3763,0,1706,422
3763,1,13,-89
3763,0,1231,183
3763,0,167,42
3763,0,220,470
3763,0,43,-96
3763,0,216,96
3763,0,86,-64
3764,0,1516,16
3764,0,43,-204
3764,0,41,128
3764,0,23,-5
3764,1,911,62
3764,0,695,181
3764,0,110,-1
3764,0,107,-112
3764,0,183,149
3764,0,123,-20
3765,0,230,-161
3765,0,287,-179
3765,0,124,-235
3765,0,136,57
3765,0,636,-166
3765,0,214,222
3765,0,56,-109
3765,0,480,-74
3765,1,13,-204
3766,0,30,28
3766,0,94,-39
3766,0,1044,417
3766,0,356,274
3766,0,720,165
3766,0,552,138
3766,1,35,255
3766,0,25,6
3766,0,404,138
3767,1,23,33
3767,0,856,169
3767,0,46,-91
3767,0,194,309
3767,0,20,41
3767,0,377,-20
3767,0,212,-40
3768,0,76,139
3768,1,51,-319
3768,0,653,271
3768,0,268,-177
3768,0,34,-378
3768,0,125,-127
3768,0,2032,11
3768,0,2416,287
3768,0,22,-415
3768,0,583,108
3768,0,406,24
3769,0,899,133
3769,1,32,-229
3769,0,249,-15
3769,0,75,-33
3769,0,78,-8
3769,0,27,-161
3769,0,250,21
3769,0,309,-167
3769,0,51,-256
3770,0,205,443
3770,1,23,-287
3770,0,53,233
3770,0,563,-97
3770,0,191,95
3770,0,168,-37
3770,0,2095,359
3770,0,36,-72
3770,0,229,-15
3771,0,206,-67
3771,1,14,-80
3771,0,205,177
3771,0,1632,242
3771,0,332,-93
3771,0,259,14
3771,0,2555,54
3771,0,66,-166
3771,0,96,62
3771,0,1125,-49
3772,0,335,-52
3772,0,120,46
3772,0,203,37
3772,0,523,224
3772,0,430,-63
3772,0,372,-151
3772,0,24,-76
3772,0,104,194
3772,1,20,-285
3772,0,3315,-58
3772,0,1804,77
3773,0,124,-91
3773,0,576,40
3773,0,300,310
3773,0,501,-24
3773,0,1320,150
3773,0,263,94
3773,0,780,138
3773,0,1496,-31
3773,0,322,31
3773,1,10,-227
3774,0,561,66
3774,0,88,205
3774,0,90,-109
3774,0,179,97
3774,0,98,68
3774,0,153,14
3774,0,29,-82
3774,0,71,182
3774,0,487,231
3774,1,496,146
3774,0,40,-161
3774,0,573,341
3775,0,83,-174
3775,1,13,-420
3775,0,101,-152
3775,0,2219,370
3775,0,76,-25
3775,0,414,-133
3775,0,528,27
3775,0,733,123
3775,0,191,6
3775,0,704,-37
3775,0,189,-114
3776,0,45,73
3776,0,218,-227
3776,0,71,21
3776,0,1423,-71
3776,0,541,575
3776,0,267,48
3776,0,50,-99
3776,0,276,25
3776,1,19,-162
3776,0,412,-62
3777,0,36,-90
3777,0,864,155
3777,0,932,363
3777,0,722,176
3777,0,485,-19
3777,0,265,89
3777,0,425,40
3777,1,12,77
3777,0,526,209
3777,0,492,1
3778,0,74,-118
3778,0,24,-183
3778,0,100,-73
3778,0,269,-77
3778,0,48,-35
3778,0,2121,594
3778,0,31,-252
3778,1,277,-142
3778,0,1395,294
3778,0,1054,242
3779,1,17,-188
3779,0,254,-27
3779,0,1685,113
3779,0,595,91
3779,0,28,-217
3779,0,1058,-203
3779,0,202,-3
3779,0,94,-120
3779,0,194,286
3779,0,2384,62
3779,0,254,-61
3780,0,1004,-134
3780,0,194,273
3780,0,3525,325
3780,1,13,-232
3780,0,2404,6
3780,0,408,-241
3780,0,77,-270
3781,0,1169,-11
3781,0,38,-113
3781,0,81,402
3781,0,159,-1
3781,1,77,-151
3781,0,209,52
3781,0,218,-6
3781,0,1210,217
3781,0,1927,431
3781,0,17,-256
3782,0,183,-162
3782,0,830,-48
3782,1,50,-133
3782,0,1437,135
3782,0,1529,55
3782,0,73,10
3782,0,13,-368
3782,0,176,-64
3782,0,232,-177
3783,1,207,-45
3783,0,1083,157
3783,0,1656,349
3783,0,280,147
3783,0,353,38
3783,0,277,97
3783,0,289,-35
3783,0,33,-83
3783,0,717,-85
3783,0,102,-40
3783,0,15,-177
3784,0,764,60
3784,0,877,40
3784,1,14,-335
3784,0,850,361
3784,0,299,9
3784,0,74,-130
3784,0,63,113
3784,0,571,-45
3784,0,180,-156
3784,0,273,204
3784,0,141,-64
3785,0,16,-214
3785,0,1557,6
3785,0,1490,-55
3785,0,538,-126
3785,0,272,14
3785,0,1844,-116
3785,1,191,-76
3785,0,89,-32
3785,0,154,-215
3785,0,210,-36
3785,0,35,-209
3786,0,17,-106
3786,0,47,-85
3786,0,84,-27
3786,0,1808,183
3786,0,90,-52
3786,1,69,-122
3786,0,283,256
3787,0,264,-42
3787,0,245,214
3787,1,19,-431
3787,0,869,12
3787,0,20,-13
3787,0,159,142
3787,0,1598,80
3788,0,274,131
3788,0,524,124
3788,0,1269,-45
3788,1,20,-249
3788,0,244,-142
3788,0,656,2
3788,0,24,-100
3788,0,373,387
3789,0,188,98
3789,1,39,-59
3789,0,144,44
3789,0,1539,28
3789,0,46,-164
3789,0,105,11
3789,0,69,-50
3790,0,224,201
3790,0,214,87
3790,0,2298,-153
3790,0,17,-189
3790,0,136,158
3790,0,965,236
3790,0,1104,261
3791,0,71,29
3791,0,93,-194
3791,0,266,319
3791,0,281,-111
3791,0,822,78
3791,0,31,-174
3791,1,50,44
3792,0,20,88
3792,0,616,235
3792,0,38,44
3792,0,1054,486
3792,0,375,319
3792,1,81,120
3792,0,138,-79
3792,0,525,38
3793,0,19,-140
3793,0,345,-50
3793,0,609,237
3793,0,57,-158
3793,1,54,97
3793,0,165,-107
3793,0,63,-13
3793,0,178,16
3794,0,581,26
3794,0,1061,211
3794,0,448,-102
3794,0,283,-49
3794,0,287,178
3794,0,58,-207
3794,0,37,-145
3794,0,1381,380
3794,1,28,-45
3795,0,375,109
3795,0,1749,42
3795,0,50,32
3795,0,719,143
3795,0,205,51
3795,0,467,292
3795,1,16,-240
3795,0,385,85
3795,0,1595,215
3795,0,55,23
3797,1,20,-263
3797,0,884,138
3797,0,899,-77
3797,0,104,192
3797,0,450,-332
3797,0,71,-90
3797,0,988,48
3797,0,472,-182
3797,0,921,116
3797,0,66,147
3799,0,28,-52
3799,0,347,36
3799,0,2074,-142
3799,1,42,-117
3799,0,2902,-134
3799,0,28,-17
3799,0,154,-85
3799,0,624,-31
3799,0,2707,189
3799,0,3128,-40
3799,0,53,-285
3801,0,37,-293
3801,0,1363,106
3801,0,2607,-131
3801,0,256,35
3801,0,851,161
3801,0,200,268
3801,0,149,64
3801,0,400,208
3801,0,2010,89
3801,0,1128,99
3802,0,159,173
3802,0,390,93
3802,0,26,-169
3802,0,28,-80
3802,0,40,-119
3802,0,891,-138
3802,0,189,-48
3802,0,912,117
3802,0,4027,-27
3802,0,2160,-97
3802,0,734,-53
3802,1,120,-315
3803,0,1781,478
3803,0,383,-68
3803,0,941,112
3803,0,1199,-47
3804,1,82,-25
3804,0,3190,332
3804,0,395,91
3804,0,499,-9
3804,0,642,156
3804,0,375,23
3804,0,2059,482
3805,0,768,128
3805,0,1709,44
3805,0,1901,274
3805,0,1061,22
3805,0,617,208
3805,0,63,-232
3805,0,198,27
3805,0,621,-25
3805,1,35,-240
3805,0,28,-214
3805,0,108,-127
3805,0,138,-79
3805,0,55,-286
3806,0,225,64
3806,0,161,-15
3806,1,27,-43
3806,0,146,256
3806,0,612,120
3806,0,19,-257
3806,0,175,-62
3806,0,576,-84
3806,0,2324,422
3806,0,1598,168
3806,0,796,55
3806,0,264,120
3806,0,270,-195
3806,0,1225,4
3807,0,862,-49
3807,0,185,-55
3807,0,773,58
3807,0,1038,83
3807,0,539,33
3807,0,58,-140
3807,0,226,-1
3807,0,222,4
3807,1,16,-447
3807,0,613,-27
3807,0,511,98
3807,0,42,-186
3808,1,20,-47
3808,0,534,-300
3808,0,31,-65
3808,0,35,-123
3808,0,434,57
3808,0,92,-165
3809,0,40,-170
3809,0,2575,130
3809,0,232,-40
3809,0,89,-96
3809,0,394,59
3809,0,160,-286
3809,0,324,63
3809,0,2745,341
3809,1,14,-379
3809,0,700,152
3810,1,41,-187
3810,0,27,-225
3810,0,71,-137
3810,0,211,-81
3810,0,269,148
3810,0,33,-185
3810,0,472,254
3810,0,220,-108
3810,0,1326,366
3810,0,579,231
3810,0,608,438
3811,0,21,-253
3811,0,36,18
3811,0,1671,273
3811,0,52,-57
3811,1,48,65
3811,0,233,-52
3811,0,203,-96
3811,0,930,118
3811,0,1784,109
3812,0,276,-10
3812,0,298,50
3812,0,23,-13
3812,0,644,347
3812,0,829,-205
3812,0,260,-127
3813,1,19,-59
3813,0,55,-204
3813,0,1213,77
3813,0,25,-190
3813,0,96,102
3813,0,171,136
3814,0,27,-111
3814,0,168,-124
3814,1,27,-180
3814,0,1561,167
3814,0,104,133
3814,0,39,-93
3815,0,387,9
3815,0,356,-159
3815,0,585,343
3815,0,36,-99
3816,0,975,-131
3816,0,48,-36
3816,0,454,-87
3816,0,136,86
3816,0,153,171
3816,1,49,-32
3816,0,695,3
3817,0,198,-82
3817,0,29,38
3817,0,100,-227
3817,0,145,-106
3817,1,14,-122
3818,0,570,420
3818,0,316,72
3818,0,393,156
3818,0,102,-167
3818,0,120,29
3818,0,369,242
3818,0,108,-76
3819,0,105,43
3819,1,44,-239
3819,0,233,-109
3819,0,2332,493
3819,0,18,-267
3819,0,98,119
3819,0,39,-67
3820,0,269,-8
3820,0,154,124
3820,0,486,41
3820,0,266,155
3820,0,69,-157
3820,1,10,-217
3821,0,74,73
3821,0,20,-482
3821,0,78,-70
3821,0,820,-65
3821,0,545,-83
3821,1,23,-61
3821,0,204,106
3822,0,358,199
3822,0,118,-104
3822,0,2376,504
3822,0,48,-59
3822,0,38,-115
3822,0,1119,3
3822,0,113,6
3824,0,761,219
3824,0,46,-139
3824,0,988,425
3824,0,1243,136
3824,1,43,-6
3824,0,18,-69
3825,0,478,-30
3825,0,1139,255
3825,1,16,-332
3825,0,155,119
3825,0,28,-125
3825,0,192,65
3826,0,19,-183
3826,1,45,122
3826,0,82,-67
3826,0,437,154
3826,0,53,19
3826,0,134,96
3826,0,484,21
3826,0,301,63
3826,0,418,63
3826,0,231,351
3827,0,732,137
3827,0,56,-58
3827,0,54,-190
3827,0,791,225
3827,0,3169,477
3827,0,15,-81
3827,0,69,-45
3828,1,30,-105
3828,0,17,-286
3828,0,119,-10
3828,0,1337,230
3828,0,163,255
3828,0,76,-65
3828,0,1307,197
3828,0,182,612
3829,0,330,174
3829,0,160,30
3829,0,25,-57
3829,0,33,113
3829,0,356,126
3829,0,40,-86
3829,1,55,217
3829,0,605,207
3830,0,336,159
3830,0,169,96
3830,0,487,285
3830,1,24,-199
3830,0,60,12
3830,0,86,202
3830,0,476,437
3831,0,733,268
3831,0,136,-105
3831,0,291,154
3831,0,1844,333
3831,0,200,-85
3831,1,11,-202
3832,0,192,185
3832,0,1537,93
3832,0,72,-92
3832,0,2662,179
3832,0,25,-164
3832,0,464,-195
3832,0,36,97
3832,1,30,-209
3832,0,319,-160
3833,0,1220,20
3833,0,1376,382
3833,0,181,161
3833,0,233,-92
3833,0,65,-17
3833,0,68,-45
3833,0,36,-131
3833,0,863,299
3834,0,59,-134
3834,0,3398,64
3834,0,1431,31
3834,0,888,15
3834,0,22,-363
3834,1,24,-384
3834,0,133,16
3834,0,414,-86
3834,0,1675,30
3835,0,1179,116
3835,0,1708,235
3835,0,442,22
3835,0,348,42
3835,1,28,-150
3835,0,104,16
3835,0,78,-132
3835,0,685,27
3835,0,189,-36
3835,0,75,-57
3835,0,100,553
3835,0,32,-103
3836,0,33,-109
3836,0,110,-85
3836,0,1143,298
3836,0,69,-116
3836,1,75,172
3836,0,84,-287
3836,0,368,-223
3836,0,185,-134
3836,0,1799,110
3836,0,27,0
3837,0,246,101
3837,0,929,119
3837,0,96,-62
3837,0,608,-67
3837,0,16,-63
3837,0,46,-22
3837,0,1822,373
3838,0,784,121
3838,0,28,5
3838,0,2098,147
3838,0,114,55
3838,0,228,0
3838,0,36,-129
3838,0,87,178
3838,1,93,134
3838,0,268,89
3839,0,666,48
3839,1,200,18
3839,0,44,-124
3839,0,128,-114
3839,0,777,50
3839,0,858,252
3839,0,253,267
3839,0,35,37
3840,0,909,578
3840,0,1043,164
3840,0,711,69
3840,1,15,-66
3840,0,83,-99
3840,0,162,-52
3841,0,1995,523
3841,0,14,-33
3841,0,59,-96
3841,0,739,-169
3841,0,149,-141
3841,0,662,-33
3841,0,510,-88
3841,0,91,117
3842,0,149,9
3842,0,214,414
3842,0,685,164
3842,0,36,-144
3842,0,39,-223
3842,0,233,69
3842,1,158,-37
3842,0,520,28
3843,0,17,-440
3843,0,206,187
3843,0,352,-5
3843,0,162,-188
3843,0,34,-219
3843,0,973,365
3843,0,232,150
3843,0,1241,491
3844,0,125,-13
3844,1,24,-39
3844,0,78,-66
3844,0,264,74
3844,0,1770,248
3844,0,65,-66
3844,0,102,-146
3844,0,55,-83
3844,0,101,-100
3844,0,1954,81
3844,0,2863,182
3845,0,2283,503
3845,0,49,-8
3845,0,80,-129
3845,0,903,52
3845,0,253,-12
3845,0,881,-147
3845,0,1686,-77
3845,0,24,-240
3845,1,125,-129
3845,0,564,-100
3845,0,603,150
3845,0,903,-69
3845,0,31,-54
3846,0,139,18
3846,0,806,-21
3846,0,19,-139
3846,0,142,-88
3846,0,45,-175
3846,0,2973,225
3846,0,1000,4
3846,0,351,-48
3847,0,1430,196
3847,0,138,81
3847,0,920,178
3847,0,956,-73
3847,0,325,-211
3847,0,350,-58
3847,0,90,39
3847,0,116,155
3848,0,1411,-61
3848,0,34,-63
3848,0,263,-104
3848,0,1073,-67
3848,0,29,-343
3848,0,1056,-84
3848,0,799,-115
3848,0,375,-215
3848,0,1247,153
3848,0,1267,453
3848,0,128,96
3849,0,50,-134
3849,0,42,99
3849,0,1730,264
3849,0,289,-81
3849,0,692,-53
3849,0,36,-254
3849,1,41,-136
3849,0,57,-101
3849,0,319,-13
3850,0,74,-261
3850,0,3036,-7
3850,0,231,368
3850,0,395,-56
3850,0,249,-142
3850,0,1188,63
3850,0,1659,16
3850,0,2383,31
3850,0,110,37
3850,0,72,-7
3850,0,794,-95
3850,1,13,-184
3851,0,917,53
3851,1,15,-253
3851,0,4742,249
3851,0,3881,48
3851,0,159,96
3851,0,2765,226
3851,0,1361,22
3851,0,3984,117
3851,0,293,-88
3851,0,621,-96
3851,0,36,-238
3851,0,252,-76
3852,0,1154,319
3852,0,224,-234
3852,0,67,-134
3852,1,22,-133
3852,0,101,-102
3852,0,2153,43
3852,0,24,-212
3853,0,25,-303
3853,0,81,-87
3853,0,74,-11
3853,0,153,54
3853,0,31,-42
3853,0,107,-70
3853,1,387,-100
3853,0,1910,79
3854,0,1301,191
3854,0,177,-86
3854,0,121,-129
3854,0,1904,90
3854,0,297,-132
3854,0,221,-249
3854,0,162,-14
3854,1,11,-263
3854,0,1201,155
3854,0,204,-21
3854,0,196,-3
3855,0,63,-4
3855,0,385,53
3855,0,179,-59
3855,0,47,-106
3855,0,1756,241
3855,0,35,-48
3855,0,1608,189
3855,0,431,-3
3855,0,50,-147
3855,0,810,-155
3855,0,1024,-25
3855,1,232,109
3855,0,61,-194
3855,0,166,-66
3856,0,251,604
3856,0,35,-231
3856,0,2013,43
3856,1,94,-234
3857,0,1448,274
3857,0,1863,275
3857,1,17,-26
3857,0,32,-28
3857,0,107,62
3857,0,157,-50
3858,0,18,35
3858,1,23,-150
3858,0,420,-51
3858,0,974,362
3859,0,733,204
3859,0,422,-101
3859,0,152,-86
3859,0,812,77
3859,0,3943,229
3859,0,30,34
3859,1,24,80
3860,0,22,-79
3860,0,31,-105
3860,1,167,21
3860,0,79,-209
3861,0,174,-11
3861,0,23,-268
3861,0,1075,428
3861,0,289,213
3861,1,56,-188
3861,0,24,4
3861,0,74,-46
3862,0,592,392
3862,0,38,278
3863,0,291,-186
3863,1,29,-26
3863,0,71,43
3863,0,428,-223
3864,0,55,303
3864,0,166,5
3864,1,13,-177
3864,0,930,134
3865,0,2514,121
3865,1,16,-385
3865,0,81,-136
3865,0,1005,174
3866,0,873,7
3866,0,153,-194
3866,1,15,-163
3866,0,31,-212
3866,0,888,-41
3866,0,5135,213
3866,0,221,270
3866,0,119,-45
3867,1,27,-14
3867,0,14,-230
3867,0,428,87
3868,0,343,268
3868,0,522,-85
3869,0,414,506
3869,0,49,-69
3869,0,243,106
3869,1,31,-10
3869,0,682,72
3869,0,1586,-36
3870,1,213,-90
3870,0,658,16
3870,0,820,-53
3870,0,1705,-96
3870,0,556,-60
3870,0,27,-217
3870,0,184,-2
3870,0,1252,-87
3871,0,135,45
3871,0,64,-17
3871,0,908,125
3871,0,1760,148
3871,1,39,-51
3871,0,2817,95
3871,0,452,61
3871,0,36,-166
3871,0,23,-91
3872,0,20,-188
3872,0,2792,132
3872,0,2439,250
3872,0,34,-155
3872,0,161,172
3872,0,57,-89
3872,0,73,105
3872,0,435,-59
3872,1,530,-202
3872,0,252,128
3872,0,1587,106
3873,0,167,-14
3873,0,532,152
3873,0,84,-28
3873,0,58,-200
3873,0,3731,170
3873,0,182,-2
3873,0,363,-67
3873,0,62,-119
3873,1,15,-234
3874,0,159,-160
3874,0,984,-43
3874,0,1976,-58
3874,0,87,-220
3874,0,2499,183
3874,0,1095,43
3874,0,161,-64
3874,0,18,-262
3874,0,535,-127
3874,1,23,-170
3875,1,26,-64
3875,0,1935,158
3875,0,48,-226
3875,0,100,-24
3875,0,34,117
3876,0,668,-39
3876,0,86,-365
3876,0,178,-136
3876,0,123,-178
3876,0,23,-136
3876,0,2787,334
3876,0,28,-224
3876,1,52,-227
3876,0,2211,305
3877,0,13,-135
3877,0,344,118
3877,0,923,-85
3877,0,62,-33
3877,0,1161,267
3877,0,1199,92
3877,0,1212,104
3877,0,82,207
3879,0,207,241
3879,0,1746,182
3879,0,847,196
3879,1,77,63
3879,0,255,446
3879,0,73,168
3879,0,1802,461
3879,0,30,60
3880,0,1262,204
3880,0,143,83
3880,1,22,-240
3880,0,47,52
3880,0,45,53
3880,0,403,98
3880,0,37,247
3881,0,2459,141
3881,0,144,468
3881,0,18,-66
3881,0,2368,338
3881,0,3092,198
3881,0,221,54
3881,0,114,89
3881,0,823,30
3881,0,53,109
3881,0,411,34
3882,0,115,37
3882,0,781,239
3882,0,52,89
3882,0,232,165
3882,0,89,39
3882,0,2094,205
3882,0,501,39
3882,0,1784,225
3882,0,311,125
3882,0,65,48
3883,0,208,54
3883,0,131,-49
3883,0,2101,156
3883,0,2005,317
3883,0,1340,286
3883,0,323,285
3883,0,49,-64
3883,0,251,-109
3883,0,268,184
3884,0,257,2
3884,0,2538,185
3884,0,1485,154
3884,0,400,-149
3884,0,1749,81
3884,1,21,-219
3884,0,40,-323
3884,0,130,-273
3884,0,178,101
3884,0,61,-123
3885,0,552,101
3885,0,698,110
3885,0,243,-233
3885,0,1232,51
3885,0,616,-76
3885,0,120,-57
3885,0,168,186
3885,0,1310,168
3885,0,341,65
3885,1,77,52
3886,0,483,278
3886,1,19,-273
3886,0,70,-17
3886,0,1236,-15
3886,0,141,-27
3886,0,749,-108
3887,0,971,71
3887,1,71,-120
3887,0,86,-145
3887,0,168,2
3887,0,31,-61
3887,0,217,-130
3887,0,23,-225
3887,0,4934,121
3887,0,1844,83
3887,0,529,313
3887,0,374,-51
3888,0,2917,137
3888,0,14,-25
3888,0,771,90
3888,0,113,-60
3888,1,175,91
3888,0,112,-119
3888,0,300,-296
3888,0,404,105
3888,0,109,-160
3888,0,80,-76
3888,0,1072,-4
3889,1,42,-247
3889,0,2207,-10
3889,0,155,-30
3889,0,59,-122
3889,0,1702,-23
3889,0,306,144
3889,0,496,-40
3889,0,130,7
3889,0,24,72
3889,0,205,-166
3890,0,242,87
3890,0,724,338
3890,0,1164,43
3890,0,447,68
3890,0,63,-136
3890,0,1662,31
3890,0,2580,680
3890,0,323,-62
3890,0,78,-202
3890,0,1581,-27
3890,0,597,40
3891,0,23,193
3891,0,879,-14
3891,0,413,305
3891,0,862,262
3891,0,50,115
3891,0,1070,47
3891,1,25,51
3891,0,75,23
3891,0,605,135
3891,0,662,39
3892,0,102,-214
3892,0,214,75
3892,1,590,-60
3892,0,178,-23
3892,0,452,163
